Interval,car3P3S2->seats3P3S2,car2P3S2->seats2P3S2,traindoor6P3S2->car3P3S2,P3_4S2->traindoor6P4S2,P3_4S2->traindoor6P3S2,traindoor5P4S2->P3_4S2,P3_4S2->traindoor3P4S2,car2P4S2->traindoor3P4S2,car3P4S2->seats3P4S2,P3_4S2->traindoor5P3S2,P3_4S2->traindoor4P3S2,traindoor4P3S2->car2P3S2,traindoor3P3S2->P3_4S2,traindoor6P3S2->P3_4S2,P3_4S2->traindoor3P3S2,P3_4S2->wait1P3_4S2,car3P2S2->seats3P2S2,traindoor5P3S2->car3P3S2,concourseP1_2S2->traindoor6P2S2,car3P2S2->traindoor6P2S2,traindoor5P2S2->concourseP1_2S2,concourseP1_2S2->traindoor5P2S2,traindoor4P2S2->concourseP1_2S2,car3P3S2->traindoor5P3S2,P3_4S2->traindoor5P4S2,traindoor4P2S2->car2P2S2,P3_4S2->wait3P3_4S2,car2P2S2->traindoor4P2S2,traindoor3P2S2->concourseP1_2S2,traindoor3P3S2->car2P3S2,concourseP1_2S2->traindoor3P2S2,traindoor3P2S2->car2P2S2,car2P2S2->traindoor3P2S2,escal1S2->concourseP1_2S2,P3_4S2->escal1S2,stairs1S2->concourseP1_2S2,traindoor6P4S2->P3_4S2,traindoor4P4S2->P3_4S2,concourseP1_2S2->stairs1S2,P3_4S2->wait2P3_4S2,stairs1S2->P3_4S2,traindoor2P2S2->car1P2S2,car1P2S2->traindoor2P2S2,concourseP1_2S2->traindoor1P2S2,traindoor5P2S2->car3P2S2,traindoor6P1S2->concourseP1_2S2,car1P2S2->seats1P2S2,traindoor6P1S2->car3P1S2,traindoor4P1S2->concourseP1_2S2,traindoor3P1S2->concourseP1_2S2,concourseP1_2S2->traindoor3P1S2,car2P1S2->traindoor4P1S2,traindoor3P1S2->car2P1S2,concourseP1_2S2->traindoor4P2S2,car2P1S2->traindoor3P1S2,car1P1S2->traindoor2P1S2,concourseP1_2S2->wait1P1_2S2,traindoor1P1S2->concourseP1_2S2,traindoor4P1S2->car2P1S2,concourseP1_2S2->traindoor1P1S2,concourseP1_2S2->traindoor2P2S2,concourseP1_2S2->traindoor4P1S2,concourseP1_2S2->gateS2,traindoor3P4S2->car2P4S2,traindoor1P2S2->concourseP1_2S2,traindoor2P4S2->P3_4S2,car2P4S2->seats2P4S2,traindoor5P4S2->car3P4S2,concourseP1_2S2->wait3P1_2S2,concourseP1_2S2->traindoor6P1S2,car3P1S2->traindoor5P1S2,traindoor5P3S2->P3_4S2,car3P3S2->traindoor6P3S2,traindoor2P4S2->car1P4S2,P3_4S2->traindoor2P4S2,P3_4S2->stairs1S2,traindoor2P1S2->concourseP1_2S2,car3P4S2->traindoor6P4S2,car1P4S2->traindoor2P4S2,car3P4S2->traindoor5P4S2,traindoor1P4S2->P3_4S2,traindoor4P4S2->car2P4S2,car3P1S2->seats3P1S2,escal2S2->P3_4S2,traindoor6P4S2->car3P4S2,traindoor1P4S2->car1P4S2,car1P4S2->traindoor1P4S2,car1P3S2->seats1P3S2,car2P3S2->traindoor4P3S2,car2P4S2->traindoor4P4S2,traindoor2P3S2->P3_4S2,P3_4S2->traindoor2P3S2,traindoor2P3S2->car1P3S2,concourseP1_2S2->escal2S2,traindoor1P2S2->car1P2S2,traindoor6P2S2->car3P2S2,traindoor1P3S2->car1P3S2,car1P1S2->seats1P1S2,traindoor2P1S2->car1P1S2,traindoor5P1S2->concourseP1_2S2,car1P4S2->seats1P4S2,car2P2S2->seats2P2S2,traindoor4P3S2->P3_4S2,car1P3S2->traindoor1P3S2,traindoor1P3S2->P3_4S2,car1P2S2->traindoor1P2S2,car1P1S2->traindoor1P1S2,escal3S2->P3_4S2,car2P1S2->seats2P1S2,stairs2S2->concourseP1_2S2,traindoor5P1S2->car3P1S2,car1P3S2->traindoor2P3S2,traindoor6P2S2->concourseP1_2S2,car2P3S2->traindoor3P3S2,concourseP1_2S2->stairs2S2,car3P1S2->traindoor6P1S2,concourseP1_2S2->traindoor5P1S2,P3_4S2->traindoor1P4S2,stairs2S2->P3_4S2,P3_4S2->stairs2S2,concourseP1_2S2->wait2P1_2S2,escal4S2->concourseP1_2S2,car3P2S2->traindoor5P2S2,traindoor2P2S2->concourseP1_2S2,traindoor1P1S2->car1P1S2,P3_4S2->traindoor1P3S2,concourseP1_2S2->escal3S2,traindoor3P4S2->P3_4S2,P3_4S2->traindoor4P4S2,P3_4S2->escal4S2,concourseP1_2S2->traindoor2P1S2
03:13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,63,0,79,0,30,5,6,0,0,4,43,5,32,0,0,0,32,12,12,8,0,0,2,57,2,52,5,8,5,0,52,0,0,0,0,0,0,5,0,0,51,0,0,0,59,0,94,0,33,0,0,0,50,0,0,0,0,0,0,4,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,34,6,69,0,0,0,0,0,3,0,0,0,31,0,40,0,29,0,0,0,0,11,0,0,0,14,17,68,22,30,10,0,0,41,0,0,21,0
03:14:00,0,0,0,69,0,40,0,42,50,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,8,11,10,1,3,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,48,0,0,8,6,0,48,0,0,0,0,1,1,10,0,1,9,42,40,6,0,20,62,0,42,0,0,4,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,27,0,10,0,0,0,0,2,0,0,0,4,11,65,14,0,0,0,0,22,41,6,18,0
03:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,12,12,8,0,0,0,73,0,0,0,0,0,2,0,0,2,44,0,3,0,0,45,11,41,29,7,3,0,7,82,0,0,0,0,0,38,0,45,0,0,0,0,8,9,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,0,0,0,3,0,44,0,0,0,0,0,0,31,23,7,12,0,0,0,0,1,3,0,0,1,11,32,19,0,0,3,0,26,0,0,13,0
03:16:00,57,0,65,0,67,0,0,0,0,0,0,0,49,3,0,38,0,0,0,0,0,0,0,39,0,0,50,0,0,0,0,0,0,10,7,6,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,66,0,0,0,0,0,65,0,0,38,2,0,0,7,0,0,0,0,0,0,0,11,0,0,0,40,6,0,6,44,42,12,0,0,2,0,0,0,0,0,5,38,38,0,0,24,0,30,0,4,0,51,3,0,0,0,3,33,70,14,0,0,0,2,26,0,0,18,0
03:17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,3,3,9,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,51,0,0,0,0,0,36,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,13,0,0,0,0,5,0,0,0,5,11,40,20,0,0,0,0,32,0,0,17,0
03:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,46,0,50,0,40,0,3,0,0,34,44,1,33,0,8,7,32,10,9,6,0,0,0,18,0,66,7,38,0,0,79,0,0,0,0,0,0,38,0,0,26,0,0,0,78,0,47,0,23,0,0,0,30,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,35,49,0,0,0,0,0,32,0,0,0,23,0,33,0,10,0,0,0,0,5,0,0,0,4,8,30,8,40,7,0,0,31,0,0,7,0
03:19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,3,3,2,0,0,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,37,0,0,0,0,0,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0,0,1,1,51,3,0,0,0,0,22,0,0,2,0
03:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,2,2,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,32,0,0,0,0,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,1,0,0,0,1,4,34,5,0,0,0,0,10,0,0,8,0
03:21:00,43,0,51,0,58,0,0,0,0,0,0,0,50,2,0,21,0,0,0,0,0,0,0,42,0,0,29,0,0,0,0,0,0,6,7,7,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,27,0,0,0,0,0,8,0,0,41,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,13,6,0,2,9,9,3,0,0,11,0,0,0,0,0,4,37,37,0,0,7,0,11,0,3,0,52,1,0,0,0,1,11,17,12,0,0,0,13,5,0,0,11,0
03:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,5,4,4,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,24,0,0,0,0,0,30,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,18,10,0,0,0,0,0,0,0,14,0
03:23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,20,0,23,1,41,0,2,0,0,47,12,0,36,0,1,1,36,5,6,3,0,0,0,26,0,38,7,38,0,0,59,0,0,0,0,0,0,51,0,0,13,0,0,0,44,0,35,0,20,0,0,0,27,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,36,22,0,0,0,0,0,43,0,0,0,18,0,0,0,6,0,0,2,0,0,0,0,0,0,6,21,15,41,7,0,0,0,0,0,11,0
03:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,2,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,43,0,0,0,0,0,29,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,40,6,0,0,0,0,0,0,0,5,0
03:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,2,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,17,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,3,0
03:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
03:27:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
03:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0
03:29:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
